ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
2409,Eggetarian,Dinner,"Vegan Dal Makhani (Coconut Milk) with Brown Rice (Bowl)","A delicious dinner meal featuring Vegan Dal Makhani (Coconut Milk) with Brown Rice (Bowl) - perfect for your dietary goals.",330,11.0,44.0,11.0,10.5
2410,Eggetarian,Mid Morning Snack,"Moong Sprouts Salad","A healthy mid morning snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
2411,Eggetarian,Evening Snack,"Masala Oats","A delicious evening snack meal featuring Masala Oats - providing excellent macronutrients.",140,5.0,24.0,3.0,4.0
2412,Eggetarian,Breakfast,"Egg Curry (Eggs) with Millet Roti","A nutrient-rich breakfast meal featuring Egg Curry (Eggs) with Millet Roti - prepared with minimal oil.",335,17.5,28.0,15.5,6.0
2413,Eggetarian,Lunch,"Egg Curry (Eggs) and Garlic Naan and Boondi Raita","A high-protein lunch meal featuring Egg Curry (Eggs) and Garlic Naan and Boondi Raita - prepared with minimal oil.",600,25.0,59.0,27.0,5.0
2414,Eggetarian,Dinner,"Boiled Eggs with Roti","A home-style dinner meal featuring Boiled Eggs with Roti - providing excellent macronutrients.",259,15.0,23.0,11.0,3.0
2415,Eggetarian,Breakfast,"Poha","A nutrient-rich breakfast meal featuring Poha - perfect for your dietary goals.",180,3.0,39.0,1.5,2.0
2416,Eggetarian,Lunch,"Matar Paneer with Garlic Naan","A home-style lunch meal featuring Matar Paneer with Garlic Naan - perfect for your dietary goals.",540,19.0,57.0,25.0,6.0
2417,Eggetarian,Dinner,"Paneer Butter Masala with Quinoa (Bowl)","A high-protein dinner meal featuring Paneer Butter Masala with Quinoa (Bowl) - perfect for your dietary goals.",440,16.4,31.0,28.0,4.8
2418,Eggetarian,Breakfast,"Idlis","A balanced breakfast meal featuring Idlis - cooked in traditional Indian style.",116,4.0,24.0,0.4,1.5
2419,Eggetarian,Lunch,"Soya Chunks Curry with Quinoa (Bowl)","A high-protein lunch meal featuring Soya Chunks Curry with Quinoa (Bowl) - prepared with minimal oil.",270,22.4,33.0,5.0,7.8
2420,Eggetarian,Dinner,"Vegan Dal Makhani (Coconut Milk) with Bowl Rice","A delicious dinner meal featuring Vegan Dal Makhani (Coconut Milk) with Bowl Rice - prepared with minimal oil.",350,10.0,50.0,10.0,8.0
2421,Eggetarian,Mid Morning Snack,"Mixed Nuts (30g)","A healthy mid morning snack meal featuring Mixed Nuts (30g) - perfect for your dietary goals.",180,6.0,6.0,15.0,3.0
2422,Eggetarian,Evening Snack,"Boiled Eggs","A high-protein evening snack meal featuring Boiled Eggs - cooked in traditional Indian style.",155,12.0,1.0,10.0,0.0
2423,Eggetarian,Breakfast,"मसाला Omelette (Eggs) with Rotis","A high-protein breakfast meal featuring मसाला Omelette (Eggs) with Rotis - cooked in traditional Indian style.",398,19.0,47.0,16.0,7.0
2424,Eggetarian,Lunch,"4 Egg Whites and Millet Roti and Cucumber Raita","A delicious lunch meal featuring 4 Egg Whites and Millet Roti and Cucumber Raita - prepared with minimal oil.",243,20.5,26.0,3.5,5.0
2425,Eggetarian,Dinner,"Egg Curry (Eggs) with Millet Rotis","A high-protein dinner meal featuring Egg Curry (Eggs) with Millet Rotis - cooked in traditional Indian style.",450,21.0,48.0,17.0,10.0
2426,Eggetarian,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - perfect for your dietary goals.",220,5.0,33.0,7.0,5.0
2427,Eggetarian,Lunch,"Lobia Curry with Roti","A delicious lunch meal featuring Lobia Curry with Roti - prepared with minimal oil.",264,10.0,46.0,4.0,10.0
2428,Eggetarian,Dinner,"Rajma Curry with Bowls Rice","A home-style dinner meal featuring Rajma Curry with Bowls Rice - providing excellent macronutrients.",440,12.0,82.0,4.0,10.0
2429,Eggetarian,Breakfast,"Moong Dal Chilla","A high-protein breakfast meal featuring Moong Dal Chilla - prepared with minimal oil.",140,8.0,17.0,4.0,4.0
2430,Eggetarian,Lunch,"Rajma Curry with Bowls Rice","A delicious lunch meal featuring Rajma Curry with Bowls Rice - perfect for your dietary goals.",375,11.0,68.0,4.0,9.5
2431,Eggetarian,Dinner,"Paneer Butter Masala with Rotis","A nutrient-rich dinner meal featuring Paneer Butter Masala with Rotis - prepared with minimal oil.",528,18.0,54.0,28.0,8.0
2432,Eggetarian,Mid Morning Snack,"Chana Chaat","A nutrient-rich mid morning snack meal featuring Chana Chaat - prepared with minimal oil.",140,7.0,22.0,2.0,6.0
2433,Eggetarian,Evening Snack,"Boiled Eggs","A nutrient-rich evening snack meal featuring Boiled Eggs - cooked in traditional Indian style.",155,12.0,1.0,10.0,0.0
2434,Eggetarian,Breakfast,"Egg Bhurji (Eggs) with Roti","A home-style breakfast meal featuring Egg Bhurji (Eggs) with Roti - cooked in traditional Indian style.",294,16.0,26.0,15.0,4.0
2435,Eggetarian,Lunch,"3 Boiled Eggs and 3 Rotis and Cabbage Poriyal","A home-style lunch meal featuring 3 Boiled Eggs and 3 Rotis and Cabbage Poriyal - perfect for your dietary goals.",634,29.0,79.5,22.0,13.0
2436,Eggetarian,Dinner,"Boiled Eggs with Roti","A delicious dinner meal featuring Boiled Eggs with Roti - perfect for your dietary goals.",259,15.0,23.0,11.0,3.0
2437,Eggetarian,Breakfast,"Dalia","A delicious breakfast meal featuring Dalia - providing excellent macronutrients.",160,4.0,32.0,1.0,5.0
2438,Eggetarian,Lunch,"Rajma Curry with Bowl Rice","A home-style lunch meal featuring Rajma Curry with Bowl Rice - providing excellent macronutrients.",310,10.0,54.0,4.0,9.0
2439,Eggetarian,Dinner,"Dal Makhani with Jeera Rice","A healthy dinner meal featuring Dal Makhani with Jeera Rice - cooked in traditional Indian style.",430,11.5,50.0,19.0,8.2
2440,Eggetarian,Breakfast,"Upma","A balanced breakfast meal featuring Upma - providing excellent macronutrients.",190,4.0,35.0,3.0,3.0
2441,Eggetarian,Lunch,"Matar Paneer with Quinoa (Bowl)","A nutrient-rich lunch meal featuring Matar Paneer with Quinoa (Bowl) - cooked in traditional Indian style.",370,15.4,35.0,18.0,6.8
2442,Eggetarian,Dinner,"Chana Masala with Jeera Rice","A high-protein dinner meal featuring Chana Masala with Jeera Rice - providing excellent macronutrients.",320,10.5,53.0,8.0,8.2
2443,Eggetarian,Mid Morning Snack,"Masala Oats","A home-style mid morning snack meal featuring Masala Oats - providing excellent macronutrients.",140,5.0,24.0,3.0,4.0
2444,Eggetarian,Evening Snack,"Fruit Bowl (Apple & Papaya)","A healthy evening snack meal featuring Fruit Bowl (Apple & Papaya) - providing excellent macronutrients.",90,1.0,22.0,0.0,4.0
2445,Eggetarian,Breakfast,"4 Egg Whites with Bowls Rice","A healthy breakfast meal featuring 4 Egg Whites with Bowls Rice - providing excellent macronutrients.",263,17.0,43.0,0.0,1.5
2446,Eggetarian,Lunch,"Boiled Eggs and Quinoa (Bowl) and Lauki Sabzi","A balanced lunch meal featuring Boiled Eggs and Quinoa (Bowl) and Lauki Sabzi - providing excellent macronutrients.",345,17.4,32.0,15.0,5.8
2447,Eggetarian,Dinner,"Boiled Eggs with Bowls Rice","A nutrient-rich dinner meal featuring Boiled Eggs with Bowls Rice - providing excellent macronutrients.",350,15.0,43.0,10.0,1.5
2448,Eggetarian,Breakfast,"3 Idlis","A balanced breakfast meal featuring 3 Idlis - cooked in traditional Indian style.",174,6.0,36.0,0.6,2.2
2449,Eggetarian,Lunch,"Lobia Curry with Millet Roti","A nutrient-rich lunch meal featuring Lobia Curry with Millet Roti - cooked in traditional Indian style.",275,10.5,44.0,4.5,11.0
2450,Eggetarian,Dinner,"Palak Paneer with Bowls Rice","A healthy dinner meal featuring Palak Paneer with Bowls Rice - cooked in traditional Indian style.",500,18.0,64.0,18.0,6.0
2451,Eggetarian,Breakfast,"Aloo Paratha","A nutrient-rich breakfast meal featuring Aloo Paratha - providing excellent macronutrients.",230,5.0,35.0,8.0,4.0
2452,Eggetarian,Lunch,"Tofu Curry with Rotis","A balanced lunch meal featuring Tofu Curry with Rotis - perfect for your dietary goals.",388,20.0,50.0,13.0,8.0
2453,Eggetarian,Dinner,"Kadai Paneer with Quinoa (Bowl)","A delicious dinner meal featuring Kadai Paneer with Quinoa (Bowl) - providing excellent macronutrients.",380,17.4,33.0,20.0,5.8
2454,Eggetarian,Mid Morning Snack,"Mixed Nuts (30g)","A balanced mid morning snack meal featuring Mixed Nuts (30g) - providing excellent macronutrients.",180,6.0,6.0,15.0,3.0
2455,Eggetarian,Evening Snack,"Protein Shake (scoop)","A balanced evening snack meal featuring Protein Shake (scoop) - prepared with minimal oil.",120,24.0,3.0,1.5,0.0
2456,Eggetarian,Breakfast,"मसाला Omelette (Eggs) with Jeera Rice","A nutrient-rich breakfast meal featuring मसाला Omelette (Eggs) with Jeera Rice - providing excellent macronutrients.",340,15.5,31.0,17.0,2.2
2457,Eggetarian,Lunch,"Egg Curry (Eggs) and Bowl Rice and Boondi Raita","A balanced lunch meal featuring Egg Curry (Eggs) and Bowl Rice and Boondi Raita - providing excellent macronutrients.",440,19.0,44.0,18.0,4.0
2458,Eggetarian,Dinner,"Egg Curry (Eggs) with Garlic Naan","A home-style dinner meal featuring Egg Curry (Eggs) with Garlic Naan - providing excellent macronutrients.",510,22.0,51.0,23.0,4.0
2459,Eggetarian,Breakfast,"Upma","A high-protein breakfast meal featuring Upma - prepared with minimal oil.",190,4.0,35.0,3.0,3.0
2460,Eggetarian,Lunch,"Matar Paneer with Garlic Naan","A high-protein lunch meal featuring Matar Paneer with Garlic Naan - providing excellent macronutrients.",540,19.0,57.0,25.0,6.0
2461,Eggetarian,Dinner,"Chana Masala with Bowls Rice","A healthy dinner meal featuring Chana Masala with Bowls Rice - providing excellent macronutrients.",430,12.0,81.0,5.0,9.0
2462,Eggetarian,Breakfast,"Upma","A healthy breakfast meal featuring Upma - providing excellent macronutrients.",190,4.0,35.0,3.0,3.0
2463,Eggetarian,Lunch,"Vegan Dal Makhani (Coconut Milk) with Bowls Rice","A balanced lunch meal featuring Vegan Dal Makhani (Coconut Milk) with Bowls Rice - perfect for your dietary goals.",480,12.0,78.0,10.0,9.0
2464,Eggetarian,Dinner,"Palak Paneer with Bowls Rice","A nutrient-rich dinner meal featuring Palak Paneer with Bowls Rice - providing excellent macronutrients.",435,17.0,50.0,18.0,5.5
2465,Eggetarian,Mid Morning Snack,"Protein Shake (scoop)","A high-protein mid morning snack meal featuring Protein Shake (scoop) - cooked in traditional Indian style.",120,24.0,3.0,1.5,0.0
2466,Eggetarian,Evening Snack,"Roasted Makhana","A nutrient-rich evening snack meal featuring Roasted Makhana - cooked in traditional Indian style.",110,3.0,20.0,2.0,4.0
2467,Eggetarian,Breakfast,"मसाला Omelette (Eggs) with Garlic Naan","A delicious breakfast meal featuring मसाला Omelette (Eggs) with Garlic Naan - perfect for your dietary goals.",480,21.0,46.0,23.0,3.0
2468,Eggetarian,Lunch,"Egg Curry (Eggs) and Brown Rice (Bowl) and Bhindi Masala","A delicious lunch meal featuring Egg Curry (Eggs) and Brown Rice (Bowl) and Bhindi Masala - cooked in traditional Indian style.",450,19.0,44.0,21.0,9.5
2469,Eggetarian,Dinner,"Egg Curry (Eggs) with Jeera Rice","A high-protein dinner meal featuring Egg Curry (Eggs) with Jeera Rice - prepared with minimal oil.",370,16.5,36.0,17.0,3.2
2470,Eggetarian,Breakfast,"4 Idlis","A balanced breakfast meal featuring 4 Idlis - prepared with minimal oil.",232,8.0,48.0,0.8,3.0
2471,Eggetarian,Lunch,"Vegan Dal Makhani (Coconut Milk) with 3 Rotis","A high-protein lunch meal featuring Vegan Dal Makhani (Coconut Milk) with 3 Rotis - perfect for your dietary goals.",532,17.0,88.0,13.0,16.0
2472,Eggetarian,Dinner,"Yellow Dal Tadka with Millet Roti","A balanced dinner meal featuring Yellow Dal Tadka with Millet Roti - perfect for your dietary goals.",235,10.5,38.0,4.5,9.0
2473,Eggetarian,Breakfast,"Moong Dal Chilla","A home-style breakfast meal featuring Moong Dal Chilla - prepared with minimal oil.",140,8.0,17.0,4.0,4.0
2474,Eggetarian,Lunch,"Matar Paneer with Millet Rotis","A delicious lunch meal featuring Matar Paneer with Millet Rotis - prepared with minimal oil.",480,18.0,54.0,19.0,12.0
2475,Eggetarian,Dinner,"Kadai Paneer with Millet Roti","A nutrient-rich dinner meal featuring Kadai Paneer with Millet Roti - cooked in traditional Indian style.",375,16.5,32.0,19.5,7.0
2476,Eggetarian,Mid Morning Snack,"Protein Shake (scoop)","A delicious mid morning snack meal featuring Protein Shake (scoop) - providing excellent macronutrients.",120,24.0,3.0,1.5,0.0
2477,Eggetarian,Evening Snack,"Roasted Makhana","A home-style evening snack meal featuring Roasted Makhana - perfect for your dietary goals.",110,3.0,20.0,2.0,4.0
2478,Eggetarian,Breakfast,"मसाला Omelette (Eggs) with Brown Rice (Bowl)","A nutrient-rich breakfast meal featuring मसाला Omelette (Eggs) with Brown Rice (Bowl) - prepared with minimal oil.",300,16.0,25.0,15.0,4.5
2479,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Brown Rice (Bowl) and Bhindi Masala","A home-style lunch meal featuring मसाला Omelette (Eggs) and Brown Rice (Bowl) and Bhindi Masala - providing excellent macronutrients.",420,18.0,39.0,21.0,8.5
2480,Eggetarian,Dinner,"Egg Bhurji (Eggs) with Bowls Rice","A healthy dinner meal featuring Egg Bhurji (Eggs) with Bowls Rice - providing excellent macronutrients.",450,17.0,60.0,14.0,3.0
2481,Eggetarian,Breakfast,"Poha","A nutrient-rich breakfast meal featuring Poha - perfect for your dietary goals.",180,3.0,39.0,1.5,2.0
2482,Eggetarian,Lunch,"Palak Paneer with Bowl Rice","A healthy lunch meal featuring Palak Paneer with Bowl Rice - prepared with minimal oil.",370,16.0,36.0,18.0,5.0
2483,Eggetarian,Dinner,"Palak Paneer with Bowl Rice","A balanced dinner meal featuring Palak Paneer with Bowl Rice - perfect for your dietary goals.",370,16.0,36.0,18.0,5.0
2484,Eggetarian,Breakfast,"Masala Dosa","A delicious breakfast meal featuring Masala Dosa - providing excellent macronutrients.",260,5.0,42.0,8.0,4.0
2485,Eggetarian,Lunch,"Kadai Paneer with Quinoa (Bowl)","A delicious lunch meal featuring Kadai Paneer with Quinoa (Bowl) - cooked in traditional Indian style.",380,17.4,33.0,20.0,5.8
2486,Eggetarian,Dinner,"Soya Chunks Curry with Garlic Naan","A balanced dinner meal featuring Soya Chunks Curry with Garlic Naan - providing excellent macronutrients.",440,26.0,55.0,12.0,7.0
2487,Eggetarian,Mid Morning Snack,"Greek Yogurt (cup)","A delicious mid morning snack meal featuring Greek Yogurt (cup) - providing excellent macronutrients.",100,10.0,4.0,0.0,0.0
2488,Eggetarian,Evening Snack,"Protein Shake (scoop)","A healthy evening snack meal featuring Protein Shake (scoop) - providing excellent macronutrients.",120,24.0,3.0,1.5,0.0
2489,Eggetarian,Breakfast,"Boiled Eggs with Bowl Rice","A balanced breakfast meal featuring Boiled Eggs with Bowl Rice - providing excellent macronutrients.",285,14.0,29.0,10.0,1.0
2490,Eggetarian,Lunch,"3 Boiled Eggs and Quinoa (Bowl) and Boondi Raita","A home-style lunch meal featuring 3 Boiled Eggs and Quinoa (Bowl) and Boondi Raita - cooked in traditional Indian style.",442,25.4,30.5,21.0,3.8
2491,Eggetarian,Dinner,"4 Egg Whites with Roti","A home-style dinner meal featuring 4 Egg Whites with Roti - cooked in traditional Indian style.",172,17.0,23.0,1.0,3.0
2492,Eggetarian,Breakfast,"Besan Chilla","A balanced breakfast meal featuring Besan Chilla - cooked in traditional Indian style.",150,7.0,18.0,5.0,4.0
2493,Eggetarian,Lunch,"Dal Makhani with Rotis","A balanced lunch meal featuring Dal Makhani with Rotis - perfect for your dietary goals.",488,15.0,66.0,18.0,13.0
2494,Eggetarian,Dinner,"Paneer Butter Masala with Bowls Rice","A nutrient-rich dinner meal featuring Paneer Butter Masala with Bowls Rice - prepared with minimal oil.",515,15.0,52.0,26.0,3.5
2495,Eggetarian,Breakfast,"Besan Chilla","A healthy breakfast meal featuring Besan Chilla - cooked in traditional Indian style.",150,7.0,18.0,5.0,4.0
2496,Eggetarian,Lunch,"Chana Masala with Rotis","A delicious lunch meal featuring Chana Masala with Rotis - cooked in traditional Indian style.",378,14.0,69.0,7.0,13.0
2497,Eggetarian,Dinner,"Tofu Curry with Jeera Rice","A home-style dinner meal featuring Tofu Curry with Jeera Rice - prepared with minimal oil.",330,16.5,34.0,14.0,3.2
2498,Eggetarian,Mid Morning Snack,"Chana Chaat","A healthy mid morning snack meal featuring Chana Chaat - cooked in traditional Indian style.",140,7.0,22.0,2.0,6.0
2499,Eggetarian,Evening Snack,"Vegan Protein Shake","A delicious evening snack meal featuring Vegan Protein Shake - prepared with minimal oil.",115,22.0,4.0,1.5,1.0
2500,Eggetarian,Breakfast,"4 Egg Whites with Garlic Naan","A home-style breakfast meal featuring 4 Egg Whites with Garlic Naan - prepared with minimal oil.",358,22.0,44.0,9.0,2.0
2501,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Bowls Rice and Aloo Gobi","A delicious lunch meal featuring मसाला Omelette (Eggs) and Bowls Rice and Aloo Gobi - cooked in traditional Indian style.",495,19.0,63.0,18.0,7.5
2502,Eggetarian,Dinner,"Boiled Eggs with Garlic Naan","A healthy dinner meal featuring Boiled Eggs with Garlic Naan - providing excellent macronutrients.",445,20.0,44.0,19.0,2.0
2503,Eggetarian,Breakfast,"Poha","A balanced breakfast meal featuring Poha - prepared with minimal oil.",180,3.0,39.0,1.5,2.0
2504,Eggetarian,Lunch,"Paneer Butter Masala with Rotis","A nutrient-rich lunch meal featuring Paneer Butter Masala with Rotis - perfect for your dietary goals.",528,18.0,54.0,28.0,8.0
2505,Eggetarian,Dinner,"Tofu Curry with 3 Rotis","A balanced dinner meal featuring Tofu Curry with 3 Rotis - perfect for your dietary goals.",492,23.0,72.0,14.0,11.0
2506,Eggetarian,Breakfast,"Besan Chilla","A delicious breakfast meal featuring Besan Chilla - providing excellent macronutrients.",150,7.0,18.0,5.0,4.0
2507,Eggetarian,Lunch,"Yellow Dal Tadka with Millet Roti","A home-style lunch meal featuring Yellow Dal Tadka with Millet Roti - providing excellent macronutrients.",235,10.5,38.0,4.5,9.0
2508,Eggetarian,Dinner,"Chana Masala with Bowls Rice","A nutrient-rich dinner meal featuring Chana Masala with Bowls Rice - providing excellent macronutrients.",430,12.0,81.0,5.0,9.0
2509,Eggetarian,Mid Morning Snack,"Masala Oats","A delicious mid morning snack meal featuring Masala Oats - providing excellent macronutrients.",140,5.0,24.0,3.0,4.0
2510,Eggetarian,Evening Snack,"Roasted Chana","A healthy evening snack meal featuring Roasted Chana - cooked in traditional Indian style.",120,6.0,18.0,2.0,5.0
2511,Eggetarian,Breakfast,"Boiled Eggs with Brown Rice (Bowl)","A high-protein breakfast meal featuring Boiled Eggs with Brown Rice (Bowl) - cooked in traditional Indian style.",265,15.0,23.0,11.0,3.5
2512,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Rotis and Bhindi Masala","A delicious lunch meal featuring मसाला Omelette (Eggs) and Rotis and Bhindi Masala - providing excellent macronutrients.",518,21.0,61.0,22.0,11.0
2513,Eggetarian,Dinner,"4 Egg Whites with 3 Rotis","A high-protein dinner meal featuring 4 Egg Whites with 3 Rotis - prepared with minimal oil.",380,23.0,67.0,3.0,9.0
2514,Eggetarian,Breakfast,"Aloo Paratha","A delicious breakfast meal featuring Aloo Paratha - cooked in traditional Indian style.",230,5.0,35.0,8.0,4.0
2515,Eggetarian,Lunch,"Matar Paneer with Millet Rotis","A high-protein lunch meal featuring Matar Paneer with Millet Rotis - prepared with minimal oil.",480,18.0,54.0,19.0,12.0
2516,Eggetarian,Dinner,"Tofu Curry with Garlic Naan","A balanced dinner meal featuring Tofu Curry with Garlic Naan - prepared with minimal oil.",470,22.0,49.0,20.0,4.0
2517,Eggetarian,Breakfast,"3 Idlis","A balanced breakfast meal featuring 3 Idlis - providing excellent macronutrients.",174,6.0,36.0,0.6,2.2
2518,Eggetarian,Lunch,"Matar Paneer with Garlic Naan","A home-style lunch meal featuring Matar Paneer with Garlic Naan - cooked in traditional Indian style.",540,19.0,57.0,25.0,6.0
2519,Eggetarian,Dinner,"Tofu Curry with Bowls Rice","A nutrient-rich dinner meal featuring Tofu Curry with Bowls Rice - perfect for your dietary goals.",375,17.0,48.0,11.0,3.5
2520,Eggetarian,Mid Morning Snack,"Mixed Nuts (30g)","A balanced mid morning snack meal featuring Mixed Nuts (30g) - prepared with minimal oil.",180,6.0,6.0,15.0,3.0
2521,Eggetarian,Evening Snack,"Masala Oats","A delicious evening snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
2522,Eggetarian,Breakfast,"4 Egg Whites with Bowls Rice","A balanced breakfast meal featuring 4 Egg Whites with Bowls Rice - providing excellent macronutrients.",328,18.0,57.0,0.0,2.0
2523,Eggetarian,Lunch,"Egg Curry (Eggs) and Bowls Rice and Aloo Gobi","A healthy lunch meal featuring Egg Curry (Eggs) and Bowls Rice and Aloo Gobi - providing excellent macronutrients.",525,20.0,68.0,18.0,8.5
2524,Eggetarian,Dinner,"3 Boiled Eggs with Quinoa (Bowl)","A home-style dinner meal featuring 3 Boiled Eggs with Quinoa (Bowl) - prepared with minimal oil.",352,22.4,22.5,17.0,2.8
2525,Eggetarian,Breakfast,"Plain Dosa","A home-style breakfast meal featuring Plain Dosa - perfect for your dietary goals.",133,3.0,23.0,3.0,1.0
2526,Eggetarian,Lunch,"Dal Makhani with Millet Roti","A nutrient-rich lunch meal featuring Dal Makhani with Millet Roti - providing excellent macronutrients.",395,12.5,42.0,17.5,11.0
2527,Eggetarian,Dinner,"Dal Makhani with Millet Rotis","A balanced dinner meal featuring Dal Makhani with Millet Rotis - prepared with minimal oil.",510,16.0,62.0,19.0,15.0
2528,Eggetarian,Breakfast,"Upma","A high-protein breakfast meal featuring Upma - prepared with minimal oil.",190,4.0,35.0,3.0,3.0
2529,Eggetarian,Lunch,"Soya Chunks Curry with Bowl Rice","A balanced lunch meal featuring Soya Chunks Curry with Bowl Rice - perfect for your dietary goals.",280,20.0,40.0,3.0,6.0
2530,Eggetarian,Dinner,"Lobia Curry with Rotis","A home-style dinner meal featuring Lobia Curry with Rotis - cooked in traditional Indian style.",368,13.0,68.0,5.0,13.0
2531,Eggetarian,Mid Morning Snack,"Cucumber Carrot Salad","A high-protein mid morning snack meal featuring Cucumber Carrot Salad - perfect for your dietary goals.",40,1.0,9.0,0.0,3.0
2532,Eggetarian,Evening Snack,"3 Boiled Eggs","A nutrient-rich evening snack meal featuring 3 Boiled Eggs - perfect for your dietary goals.",232,18.0,1.5,15.0,0.0
2533,Eggetarian,Breakfast,"Egg Curry (Eggs) with Naan","A home-style breakfast meal featuring Egg Curry (Eggs) with Naan - providing excellent macronutrients.",480,22.0,50.0,20.0,4.0
2534,Eggetarian,Lunch,"3 Boiled Eggs and Garlic Naan and Aloo Gobi","A high-protein lunch meal featuring 3 Boiled Eggs and Garlic Naan and Aloo Gobi - perfect for your dietary goals.",632,29.0,62.5,28.0,7.0
2535,Eggetarian,Dinner,"मसाला Omelette (Eggs) with Jeera Rice","A home-style dinner meal featuring मसाला Omelette (Eggs) with Jeera Rice - cooked in traditional Indian style.",340,15.5,31.0,17.0,2.2
2536,Eggetarian,Breakfast,"Gobi Paratha","A nutrient-rich breakfast meal featuring Gobi Paratha - providing excellent macronutrients.",220,5.0,33.0,7.0,5.0
2537,Eggetarian,Lunch,"Dal Makhani with Brown Rice (Bowl)","A home-style lunch meal featuring Dal Makhani with Brown Rice (Bowl) - perfect for your dietary goals.",390,12.0,44.0,17.0,10.5
2538,Eggetarian,Dinner,"Lobia Curry with Brown Rice (Bowl)","A balanced dinner meal featuring Lobia Curry with Brown Rice (Bowl) - perfect for your dietary goals.",270,10.0,46.0,4.0,10.5
2539,Eggetarian,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - cooked in traditional Indian style.",220,5.0,33.0,7.0,5.0
2540,Eggetarian,Lunch,"Rajma Curry with Millet Rotis","A high-protein lunch meal featuring Rajma Curry with Millet Rotis - providing excellent macronutrients.",410,15.0,66.0,7.0,16.0
2541,Eggetarian,Dinner,"Yellow Dal Tadka with Bowls Rice","A home-style dinner meal featuring Yellow Dal Tadka with Bowls Rice - prepared with minimal oil.",380,11.0,74.0,3.0,7.0
2542,Eggetarian,Mid Morning Snack,"Roasted Chana","A delicious mid morning snack meal featuring Roasted Chana - prepared with minimal oil.",120,6.0,18.0,2.0,5.0
2543,Eggetarian,Evening Snack,"Masala Oats","A delicious evening snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
2544,Eggetarian,Breakfast,"Boiled Eggs with Brown Rice (Bowl)","A delicious breakfast meal featuring Boiled Eggs with Brown Rice (Bowl) - providing excellent macronutrients.",265,15.0,23.0,11.0,3.5
2545,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Millet Roti and Baingan Bharta","A delicious lunch meal featuring मसाला Omelette (Eggs) and Millet Roti and Baingan Bharta - perfect for your dietary goals.",435,18.5,39.0,22.5,11.0
2546,Eggetarian,Dinner,"Egg Curry (Eggs) with Quinoa (Bowl)","A balanced dinner meal featuring Egg Curry (Eggs) with Quinoa (Bowl) - prepared with minimal oil.",340,18.4,29.0,16.0,4.8
2547,Eggetarian,Breakfast,"Idlis","A delicious breakfast meal featuring Idlis - perfect for your dietary goals.",116,4.0,24.0,0.4,1.5
2548,Eggetarian,Lunch,"Chana Masala with Roti","A high-protein lunch meal featuring Chana Masala with Roti - providing excellent macronutrients.",274,11.0,47.0,6.0,10.0
2549,Eggetarian,Dinner,"Lobia Curry with 3 Rotis","A nutrient-rich dinner meal featuring Lobia Curry with 3 Rotis - providing excellent macronutrients.",472,16.0,90.0,6.0,16.0
2550,Eggetarian,Breakfast,"Gobi Paratha","A home-style breakfast meal featuring Gobi Paratha - providing excellent macronutrients.",220,5.0,33.0,7.0,5.0
2551,Eggetarian,Lunch,"Yellow Dal Tadka with Rotis","A healthy lunch meal featuring Yellow Dal Tadka with Rotis - providing excellent macronutrients.",328,13.0,62.0,5.0,11.0
2552,Eggetarian,Dinner,"Tofu Curry with Rotis","A delicious dinner meal featuring Tofu Curry with Rotis - cooked in traditional Indian style.",388,20.0,50.0,13.0,8.0
2553,Eggetarian,Mid Morning Snack,"Protein Shake (scoop)","A healthy mid morning snack meal featuring Protein Shake (scoop) - prepared with minimal oil.",120,24.0,3.0,1.5,0.0
2554,Eggetarian,Evening Snack,"3 Boiled Eggs","A high-protein evening snack meal featuring 3 Boiled Eggs - prepared with minimal oil.",232,18.0,1.5,15.0,0.0
2555,Eggetarian,Breakfast,"4 Egg Whites with Jeera Rice","A healthy breakfast meal featuring 4 Egg Whites with Jeera Rice - prepared with minimal oil.",218,16.5,29.0,3.0,1.2
2556,Eggetarian,Lunch,"मसाला Omelette (Eggs) and Bowls Rice and Mushroom Do Pyaza","A nutrient-rich lunch meal featuring मसाला Omelette (Eggs) and Bowls Rice and Mushroom Do Pyaza - perfect for your dietary goals.",495,20.0,55.0,20.0,5.5
2557,Eggetarian,Dinner,"3 Boiled Eggs with Millet Rotis","A home-style dinner meal featuring 3 Boiled Eggs with Millet Rotis - prepared with minimal oil.",462,25.0,41.5,18.0,8.0
2558,Eggetarian,Breakfast,"3 Idlis","A healthy breakfast meal featuring 3 Idlis - cooked in traditional Indian style.",174,6.0,36.0,0.6,2.2
2559,Eggetarian,Lunch,"Palak Paneer with Garlic Naan","A home-style lunch meal featuring Palak Paneer with Garlic Naan - perfect for your dietary goals.",530,22.0,51.0,27.0,6.0
